734,Indonesia,Universitas Islam Nusantara
735,Russia,St. Petersburg State University of Aerospace Instrumentation
736,China,Beijing Polytechnic University
737,Indonesia,Universitas Kediri
738,Nigeria,College of Education Ikere
739,Indonesia,Universitas Haluoleo
740,Japan,Seijo University
741,Philippines,Far Eastern University
742,China,Dongbei University of Finance And Economics
743,China,3rd Military Medical University
744,Costa Rica,Instituto Tecnológico de Costa Rica
745,Brazil,Universidade Camilo Castelo Branco
746,Russia,Penza State University
747,Armenia,Russian-Armenian (Slavonic) State University
748,Sweden,World Maritime University
749,Poland,Poznan School of Banking
750,Indonesia,Universitas Paramadina Mulya
751,Russia,Herzen State Pedagogical University of Russia
752,China,Southwest Agricultural University
753,Ukraine,Uzhgorod National University
754,Ukraine,Kharkiv National University of Economics
755,Albania,Agricultural University of Tirane
756,Belarus,Belarussian State Economic University
757,Indonesia,Universitas Trilogi
758,Czech Republic,Prague International University
759,France,Université Panthéon-Assas (Paris II)
760,China,Wuhan University of Technology
761,Greece,University of Piraeus
762,Ivory Coast,Université d'Abobo-Adjamé
763,Nigeria,ABTI American University of Nigeria
764,Syria,Higher Institute of Business Administration
765,China,Tianjin Polytechnic University
766,Denmark,Royal Veterinary and Agricultural University
767,France,Université de Reims Champagne-Ardenne
768,Ukraine,Sumy State University
769,Philippines,University of Baguio
770,Micronesia,University of Wales
771,Russia,St. Petersburg State University of Economics and Finance
772,China,Shanghai Lixin University of Commerce
773,Sudan,Omdurman Islamic University
774,Panama,Floret Global University
775,China,Beijing University of Agriculture
776,Sweden,Halmstad University College
777,Finland,Vaasa University of Applied Sciences
778,Russia,Russian Academy of Theatre Arts
779,Sudan,Al Fashir University
780,Bosnia and Herzegovina,International Burch University
781,France,Ecole Nationale Supérieure des Telecommunications de Bretagne
782,Czech Republic,Prague Institute of Chemical Technology
783,Japan,Meiji University of Oriental Medicine
784,Indonesia,Universitas Proklamasi 45
785,Egypt,Al Azhar University
786,Indonesia,Universitas Semarang
787,France,Ecole Supérieure de Commerce de Grenoble
788,Canada,University of Lethbridge
789,France,Université de Pau et des Pays de l'Adour
790,Sweden,Linköping University
791,Mongolia,Health sciences University of Mongolia
792,Russia,Rostov State Medical University
793,Vietnam,Hai Duong University
794,Portugal,Universidade da Beira Interior
795,Malaysia,Sultan Haji Ahmad Shah Polytechnic
796,Indonesia,Universitas Bunda Mulia Jakarta
797,Peru,Universidad Nacional de Ucayali
798,Cameroon,Université de Douala
799,Indonesia,Universitas Pattimura
800,China,Shandong University of Art and Design
801,Brazil,Universidade Federal de São Carlos
802,Slovenia,University of Primorska
803,Japan,Kyoto Sangyo University
804,Ecuador,Universidad Catolica de Azogues
805,Indonesia,Politeknik Negeri Pontianak
806,Brazil,Instituto Tecnológico de Aeronáutica
807,China,Chongqing Telecommunication College
808,Sweden,Stockholm Institute of Education
809,Philippines,Pangasinan State University
810,France,Ecole Nationale Supérieure Electricité et Mécanique
811,Belarus,Belarussian State Academy of Music
812,Syria,Syrian Virtual University
813,China,Xihua University
814,China,Zhongnan University of Economics and Law
815,Philippines,Bulacan State University
816,China,Inner Mongolia Agricultural University
817,France,Université Catholique de Lille
818,China,National University of Defense Technology
819,Russia,Tver State University
820,China,Guangdong Polytechnic Normal University
821,Indonesia,Universitas Siliwangi
822,France,Université Catholique de Lyon
823,Mongolia,Ulaanbaatar University
824,Armenia,French University in Armenia (UFAR)
825,Portugal,Instituto Superior de Línguas e Administração
826,Morocco,Université Ibn Toufail
827,Albania,"University of Gjirokstra ""Eqerem Cabej"""
828,Colombia,Universidad del Cauca
829,China,Shanghai Second Polytechnic University
830,China,Shanghai University of Traditional Chinese Medicine and Pharmacology
831,China,Changsha Railway University
832,Indonesia,Universitas 17 Agustus 1945 Semarang
833,Argentina,Universidad del Museo Social Argentino
834,Palestinian Territory,Al-Quds Open University
835,France,Université de Montpellier I
836,France,Université Jean Moulin (Lyon III)
837,China,Dalian University
838,Poland,Medical Academy in Wroclaw
839,Portugal,Universidade Aberta Lisboa
840,Portugal,Universidade Autónoma de Lisboa Luís de Camoes
841,Thailand,National Institute of Development Administration
842,Philippines,Technological University of the Philippines
843,Bhutan,Royal University of Bhutan
844,Armenia,Yerevan Haibusak University
845,China,Heilongjiang Commercial University
846,Brazil,Universidade Estadual do Centro-Oeste
847,Poland,Silesian Technical University of Gliwice
848,Indonesia,Universitas Tadulako
849,Indonesia,Bogor Agricultural University
850,Indonesia,Universitas Negeri Manado
851,Argentina,Universidad Nacional de Río Cuarto
852,Philippines,Misamis University
853,Philippines,Rizal Technological University
854,Portugal,Instituto Superior D. Afonso III - INUAF
855,Cuba,Universidad de La Habana
856,Philippines,Feati University
857,China,China Three Gorges University
858,Philippines,University of the Philippines Baguio
859,Russia,Institute of Business and Politics
860,China,Heilongjiang University
861,China,Chongqing Telecommunication College
862,China,Northeast Forest University
863,China,Beijing University of Science and Technology
864,Russia,Komsomolsk-on-Amur State Technical University
865,Indonesia,Universitas Kristen Maranatha
866,Indonesia,Universitas Trisakti
867,Poland,"Fine Arts Academy ""Jan Matejko"" in Cracow"
868,Indonesia,Swiss German University
869,Venezuela,Universidad Metropolitana
870,Canada,"Institut Armand-Frappier, Université du Québec"
871,China,Dalian Medical University
872,Philippines,University of the Philippines Open University
873,Indonesia,Universitas Nasional Jakarta
874,China,Anhui Technical College of Water Resources and Hydroelectric Power
875,Sweden,University College of Borås
876,Afghanistan,Kabul Medical University
877,Palestinian Territory,University College of Applied Sciences
878,Mauritius,University of Technology
879,China,China Medical University Shenyang
880,China,Chongqing Normal University
881,Poland,Medical Academy in Wroclaw
882,Czech Republic,Czech Technical University of Prague
883,China,Northeast University at Qinhuangdao Campus
884,Philippines,University of the Philippines Manila
885,Greece,Athens University of Economics and Business
886,Portugal,Instituto Superior de Línguas e Administração
887,China,Capital Normal University
888,Yemen,University of Science and Technology Sana'a
889,China,China University of Geosciences Wuhan
890,Kazakhstan,Karaganda State Technical University
891,Philippines,"Irish University Business School, Cebu"
892,Poland,Academy of Economics in Poznan
893,Mexico,El Colegio de México
894,Nigeria,Oduduwa University
895,Armenia,Russian-Armenian (Slavonic) State University
896,Philippines,University of Perpetual Help
897,Namibia,University of Namibia
898,Sweden,Free University Stockholm
899,United States,University of Alaska - Anchorage
900,Indonesia,Universitas 17 Agustus 1945 Cirebon
901,Philippines,Manuel L. Quezon University
902,Denmark,Aalborg Business College
903,China,Tianjin Open University
904,China,2nd Military Medical University
905,Palestinian Territory,University of Palestine
906,Russia,Perm State Pedagogical University
907,France,Ecole Supérieure de Commerce de Sophia Antipolis
908,China,China University of Mining Technology - Beijing
909,Indonesia,Universitas Sumatera Utara
910,Nigeria,Federal University of Petroleum Resources
911,China,Dalian Medical University
912,Philippines,Saint Paul University
913,Japan,Osaka University of Economics & Law
914,Indonesia,Universitas Sebelas Maret
915,Brazil,Universidade Federal Rural do Semi-Árido
916,Philippines,Colegio de San Juan de Letran
917,Turkmenistan,International Turkmen Turkish University
918,Philippines,Misamis University
919,Indonesia,Universitas Tidar Magelang
920,Myanmar,Technological University (Taunggyi)
921,United States,University of Miami
922,Indonesia,Binus University
923,China,Nanjing University of Economics
924,Indonesia,Universitas Tanjungpura
925,Poland,Higher School o Business in Tarnow
926,China,Chongqing Education College
927,Japan,Kumamoto Prefectural University
928,Colombia,Universidad Cooperativa de Colombia
929,Brazil,Centro Universitário Adventista de São Paulo
930,Poland,University of Gdansk
931,China,Hebei University of Science and Technology
932,China,Yunnan Normal University
933,Russia,Bashkir State Pedagogical University named After M. Akmullah
934,Somalia,Bosaso College
935,Kenya, Dedan Kimathi University of Technology
936,Greece,University of Western Macedonia
937,Bangladesh,North East University Bangladesh
938,China,Shanghai University of Science and Technology
939,Poland,Agricultural University of Lublin
940,Philippines,University of Manila
941,Russia,Ural State University of Economics
942,Russia,Moscow State University
943,Indonesia,Universitas Jayabaya
944,Finland,Satakunta University Of Applied Scinces
945,China,Changsha University of Electric Power
946,Mongolia,Ulaanbaatar University
947,Portugal,Universidade Independente
948,China,Hebei University of Economics and Trade
949,China,Sichuan International Studies University
950,China,Southwest University of Finance and Economics
951,Colombia,Universidad del Tolima
952,United Kingdom,Liverpool Hope University College
953,Tokelau,Voronezh State University
954,China,Lanzhou University
955,Latvia,Latvian Maritime Academy
956,Philippines,University of Santo Tomas
957,Malaysia,Sunway University College
958,Bulgaria,International University College
959,Russia,Siberian Academy of Public Services
960,China,Beijing Polytechnic University
961,China,Beijing Union University
962,Israel,Galillee College
963,Thailand,Yonok University
964,Kazakhstan,L.N. Gumilyov Eurasian National University
965,China,Chongqing Wenli University
966,Bangladesh,East West University
967,Indonesia,Universitas Palangka Raya
968,Peru,Universidad Nacional San Luis Gonzaga
969,Brunei,University of Brunei Darussalam
970,Poland,University of Finance and Management in Bialystok
971,China,Jiangxi University of Traditional Chinese Medicine
972,Sweden,University College of Gävle
973,Portugal,Instituto Politécnico de Leiria
974,Brazil,Universidade Federal do ABC
975,China,Xihua University
976,Spain,Universitat Autónoma de Barcelona
977,Indonesia,Universitas HKBP Nommensen
978,Philippines,Leyte State University 
979,Mexico,Universidad Autónoma de Sinaloa
980,Greece,City University Athens
981,Thailand,Shinawatra University
982,Kazakhstan,Suleyman Demirel University
983,Indonesia,Universitas Mahasaraswati Denpasar
984,Sierra Leone,Njala University
985,China,Shanghai Sipo Polytechnic
986,China,China University of Mining Technology - Xuzhou
987,Japan,Nara University of Commerce
988,Philippines,Ateneo de Zamboanga University
989,China,Guangxi Traditional Chinese Medical University
990,China,Hebei University of Economics and Trade
991,Japan,Miyazaki University
992,Ukraine,Odessa National I.I. Mecnikov University
993,Philippines,Capitol University
994,United States,La Sierra University
995,Bolivia,Universidad Mayor de San Andrés
996,Indonesia,Institut Teknologi Telkom
997,China,Southwest University of Finance and Economics
998,Russia,Ryazan State Pedagogical University
999,China,Chongqing Vocational College of Public Transportation
1000,Nigeria,Veritas University
